166,0,100
167,0,100
168,0,100
169,0,100
170,0,100
171,0,100
172,0,100
173,0,100
174,0,100
175,0,100
176,0,100
177,0,100
178,0,100
179,0,100
180,0,100
181,0,100
182,0,100
183,0,100
184,0,100
185,0,100
186,0,100
187,0,100
188,0,100
189,0,100
190,0,100
191,0,100
192,0,100
193,0,100
194,0,100
195,0,100
196,0,100
197,0,100
198,0,100
199,0,100
200,0,100
201,0,100
202,0,100
203,0,100
204,0,100
205,0,100
206,0,100
207,0,100
208,0,100
209,0,100
210,0,100
211,0,100
212,0,100
213,0,100
214,0,100
215,0,100
216,0,100
217,0,100
218,0,100
219,0,100
220,0,100
221,0,100
222,0,100
223,0,100
224,0,100
225,0,100
226,0,100
227,0,100
228,0,100
229,0,100
230,0,100
231,0,100
232,0,100
233,0,100
234,0,100
235,0,100
236,0,100
237,0,100
238,0,100
239,0,100
240,0,100
